"","carat","cut","color","clarity","depth","table","price","x","y","z","clarity_level"
"2295",0.59,"Good","J","IF",63.7,59,2053,5.3,5.28,3.37,"high"
"2296",0.52,"Ideal","G","IF",61.5,56,2055,5.16,5.21,3.19,"high"
"2297",0.61,"Very Good","I","IF",60.2,57,2057,5.49,5.58,3.33,"high"
"2298",1,"Premium","H","I1",62.7,59,2058,6.39,6.33,3.98,"low"
"2299",0.53,"Ideal","H","IF",61.4,55,2059,5.21,5.24,3.21,"high"
"2300",0.48,"Ideal","F","IF",62,54,2059,5,5.05,3.11,"high"
"2301",0.51,"Very Good","G","IF",63.8,58,2063,5.06,5.09,3.24,"high"
"2302",0.51,"Ideal","H","IF",59.6,59,2063,5.2,5.24,3.11,"high"
"2303",0.98,"Premium","I","I1",59.6,60,2064,6.43,6.3,3.79,"low"
"2304",0.98,"Premium","I","I1",62.5,60,2064,6.31,6.25,3.93,"low"
"2305",0.67,"Very Good","I","IF",61.4,56,2066,5.59,5.65,3.45,"high"
"2306",1.05,"Good","E","I1",64.1,58,2066,6.46,6.32,4.09,"low"
"2307",0.96,"Fair","G","I1",64.5,60,2068,6.16,6.11,3.96,"low"
"2308",1.06,"Very Good","G","I1",60.7,63,2080,6.59,6.56,3.99,"low"
"2309",0.5,"Good","G","IF",64,55,2081,5.08,5.05,3.24,"high"
"2310",0.51,"Very Good","G","IF",59.3,57,2084,5.25,5.31,3.13,"high"
"2311",0.52,"Good","G","IF",59.8,57,2093,5.24,5.27,3.14,"high"
"2312",0.54,"Ideal","H","IF",60.9,57,2096,5.26,5.31,3.22,"high"
"2313",0.51,"Ideal","G","IF",62.4,54,2096,5.12,5.17,3.21,"high"
"2314",0.55,"Ideal","I","IF",60.1,56,2098,5.33,5.38,3.22,"high"
"2315",1,"Good","F","I1",63.9,59,2098,6.27,6.2,3.99,"low"
"2316",0.51,"Very Good","G","IF",62.6,56,2102,5.09,5.13,3.2,"high"
"2317",0.5,"Ideal","G","IF",61.5,56,2104,5.11,5.14,3.15,"high"
"2318",1.01,"Very Good","G","I1",63.1,60,2108,6.42,6.25,3.99,"low"
"2319",0.52,"Ideal","I","IF",60.9,57,2111,5.17,5.21,3.16,"high"
"2320",1,"Fair","I","I1",65.4,57,2112,6.28,6.2,4.08,"low"
"2321",0.55,"Ideal","H","IF",61.5,55,2120,5.25,5.29,3.25,"high"
"2322",0.55,"Ideal","H","IF",61.9,56,2120,5.26,5.34,3.26,"high"
"2323",0.54,"Very Good","G","IF",62.5,58,2128,5.19,5.27,3.27,"high"
"2324",0.55,"Ideal","H","IF",61.7,55,2133,5.27,5.29,3.26,"high"
"2325",1.04,"Fair","F","I1",65.4,60,2134,6.39,6.3,4.15,"low"
"2326",0.56,"Ideal","H","IF",61.3,56,2135,5.32,5.35,3.27,"high"
"2327",0.53,"Ideal","G","IF",62.7,56,2137,5.23,5.13,3.25,"high"
"2328",0.9,"Fair","E","I1",59.9,66,2138,6.18,6.14,3.69,"low"
"2329",0.46,"Good","D","IF",58.6,59,2139,5.06,5.11,2.98,"high"
"2330",0.9,"Good","F","I1",64.3,58,2143,6.09,6.05,3.9,"low"
"2331",0.52,"Fair","F","IF",64.6,58,2144,5.04,5.17,3.3,"high"
"2332",0.51,"Ideal","G","IF",62.9,58,2146,5.07,5.11,3.2,"high"
"2333",0.7,"Premium","J","IF",60.5,59,2150,5.67,5.73,3.45,"high"
"2334",0.48,"Ideal","F","IF",62.1,55,2154,5,5.05,3.12,"high"
"2335",0.56,"Ideal","H","IF",60.4,57,2157,5.35,5.39,3.24,"high"
"2336",0.56,"Ideal","H","IF",61.3,55,2157,5.31,5.33,3.26,"high"
"2337",0.34,"Fair","F","I1",55.8,62,2160,4.72,4.6,2.6,"low"
"2338",0.51,"Ideal","G","IF",61.6,54,2162,5.17,5.19,3.19,"high"
"2339",0.51,"Ideal","G","IF",61.3,56,2163,5.15,5.19,3.16,"high"
"2340",0.52,"Ideal","G","IF",61.5,56,2164,5.21,5.16,3.19,"high"
"2341",0.87,"Premium","F","I1",59.1,58,2170,6.25,6.21,3.68,"low"
"2342",0.54,"Ideal","G","IF",61.5,56,2177,5.28,5.25,3.24,"high"
"2343",0.57,"Ideal","H","IF",62.2,56,2195,5.3,5.33,3.3,"high"
"2344",0.95,"Premium","J","I1",61.7,59,2195,6.32,6.26,3.88,"low"
"2345",0.9,"Very Good","F","I1",61.9,59,2199,6.16,6.18,3.82,"low"
"2346",0.9,"Very Good","E","I1",62.4,63,2200,6.13,6.01,3.79,"low"
"2347",1.01,"Premium","H","I1",58.4,60,2206,6.53,6.48,3.8,"low"
"2348",0.51,"Ideal","G","IF",61.4,54,2208,5.18,5.24,3.2,"high"
"2349",0.54,"Ideal","H","IF",60.3,55,2210,5.29,5.33,3.2,"high"
"2350",0.57,"Ideal","H","IF",61,57,2210,5.35,5.38,3.27,"high"
"2351",0.47,"Fair","D","IF",60.6,60,2211,5.09,4.98,3.05,"high"
"2352",0.58,"Ideal","H","IF",61.6,57,2211,5.34,5.37,3.3,"high"
"2353",0.5,"Very Good","F","IF",59.7,60,2219,5.18,5.24,3.11,"high"
"2354",1.03,"Good","J","I1",58.2,64,2220,6.64,6.69,3.88,"low"
"2355",0.91,"Good","E","I1",57.7,63,2225,6.3,6.35,3.65,"low"
"2356",0.9,"Good","G","I1",63.6,61,2226,6.03,6.07,3.85,"low"
"2357",0.58,"Ideal","H","IF",60.2,56,2233,5.43,5.46,3.28,"high"
"2358",0.5,"Very Good","F","IF",61.4,60,2238,5.07,5.1,3.12,"high"
"2359",0.97,"Ideal","I","I1",61.6,53,2239,6.4,6.43,3.95,"low"
"2360",1.06,"Fair","I","I1",64.5,57,2239,6.47,6.33,4.13,"low"
"2361",0.9,"Very Good","E","I1",62.4,63,2245,6.13,6.01,3.79,"low"
"2362",0.53,"Ideal","G","IF",61.8,57,2247,5.18,5.22,3.21,"high"
"2363",0.53,"Ideal","G","IF",61.4,56,2247,5.2,5.24,3.21,"high"
"2364",0.53,"Ideal","G","IF",61.9,56,2247,5.18,5.22,3.21,"high"
"2365",1.01,"Premium","F","I1",62.6,57,2257,6.42,6.3,3.99,"low"
"2366",1.07,"Premium","I","I1",59.8,59,2260,6.68,6.62,3.98,"low"
"2367",0.7,"Premium","J","IF",60.5,59,2264,5.73,5.67,3.45,"high"
"2368",1,"Premium","G","I1",59,60,2264,6.49,6.43,3.82,"low"
"2369",0.55,"Good","F","IF",60.8,60,2266,5.26,5.36,3.23,"high"
"2370",0.52,"Ideal","G","IF",61.7,56,2267,5.15,5.19,3.19,"high"
"2371",0.6,"Ideal","H","IF",61.9,56,2270,5.4,5.45,3.36,"high"
"2372",0.54,"Ideal","G","IF",62.3,56,2271,5.19,5.21,3.24,"high"
"2373",0.54,"Ideal","G","IF",62.5,57,2271,5.16,5.2,3.24,"high"
"2374",0.74,"Very Good","J","IF",60.3,58,2277,5.82,5.86,3.52,"high"
"2375",0.56,"Ideal","G","IF",62,56,2279,5.28,5.33,3.29,"high"
"2376",0.72,"Ideal","J","IF",62,55,2279,5.74,5.77,3.57,"high"
"2377",1,"Fair","F","I1",68,57,2280,6.14,6.05,4.15,"low"
"2378",0.34,"Ideal","D","IF",62.1,57,2287,4.46,4.52,2.79,"high"
"2379",0.34,"Ideal","D","IF",59.8,57,2287,4.57,4.59,2.74,"high"
"2380",0.5,"Ideal","G","IF",60.8,54,2287,5.19,5.2,3.16,"high"
"2381",1.01,"Fair","G","I1",64.5,56,2287,6.32,6.26,4.06,"low"
"2382",0.54,"Ideal","G","IF",61.2,57,2289,5.26,5.28,3.22,"high"
"2383",0.54,"Ideal","G","IF",61.5,55,2289,5.24,5.3,3.23,"high"
"2384",1.01,"Very Good","D","I1",63.4,61,2291,6.38,6.3,4.02,"low"
"2385",0.53,"Ideal","G","IF",60.6,56,2293,5.27,5.33,3.21,"high"
"2386",0.53,"Ideal","G","IF",60.3,56,2293,5.29,5.33,3.2,"high"
"2387",1.05,"Fair","H","I1",61.8,57,2293,6.51,6.4,3.99,"low"
"2388",0.56,"Ideal","G","IF",61.7,55,2298,5.29,5.34,3.28,"high"
"2389",0.56,"Ideal","G","IF",61.8,54,2298,5.31,5.33,3.29,"high"
"2390",0.51,"Very Good","F","IF",59.4,60,2304,5.18,5.23,3.09,"high"
"2391",0.96,"Fair","J","I1",59.5,60,2304,6.28,6.23,3.72,"low"
"2392",0.9,"Fair","G","I1",66,58,2310,5.96,5.88,3.91,"low"
"2393",0.55,"Very Good","G","IF",60.2,60,2314,5.29,5.38,3.21,"high"
"2394",0.9,"Premium","F","I1",61.9,59,2316,6.18,6.16,3.82,"low"
"2395",0.59,"Very Good","H","IF",61.7,56,2317,5.42,5.48,3.36,"high"
"2396",0.56,"Ideal","G","IF",62.2,54,2321,5.3,5.34,3.31,"high"
"2397",0.56,"Ideal","G","IF",62,54,2321,5.3,5.32,3.29,"high"
"2398",0.95,"Fair","J","I1",64.9,56,2322,6.17,6.12,3.99,"low"
"2399",1.14,"Good","G","I1",63.7,56,2327,6.63,6.55,4.2,"low"
"2400",0.65,"Very Good","I","IF",61,55,2332,5.65,5.73,3.47,"high"
"2401",0.96,"Good","I","I1",58.6,64,2333,6.34,6.26,3.69,"low"
"2402",1.17,"Fair","I","I1",64.5,59,2336,6.67,6.47,4.25,"low"
"2403",1.03,"Premium","H","I1",62.9,59,2336,6.41,6.3,4,"low"
"2404",1.05,"Premium","I","I1",61.8,56,2339,6.53,6.48,4.02,"low"
"2405",1.01,"Fair","I","I1",56.1,63,2342,6.7,6.65,3.74,"low"
"2406",0.91,"Good","E","I1",57.7,63,2342,6.35,6.3,3.65,"low"
"2407",1.02,"Good","G","I1",57.4,59,2344,6.64,6.6,3.8,"low"
"2408",0.9,"Good","G","I1",63.6,61,2344,6.07,6.03,3.85,"low"
"2409",0.34,"Ideal","D","IF",62.1,57,2346,4.52,4.46,2.79,"high"
"2410",0.34,"Ideal","D","IF",59.8,57,2346,4.59,4.57,2.74,"high"
"2411",0.5,"Ideal","H","IF",61.8,56,2352,5.1,5.13,3.16,"high"
"2412",0.97,"Fair","I","I1",67.3,55,2357,6.08,6.02,4.07,"low"
"2413",0.97,"Ideal","I","I1",61.6,53,2357,6.43,6.4,3.95,"low"
"2414",1.2,"Premium","F","I1",62.9,58,2360,6.86,6.79,4.29,"low"
"2415",0.54,"Ideal","G","IF",61.6,57,2361,5.22,5.27,3.23,"high"
"2416",0.96,"Ideal","I","I1",62,56,2363,6.3,6.34,3.92,"low"
"2417",1.01,"Premium","G","I1",61.7,62,2364,6.41,6.35,3.93,"low"
"2418",0.62,"Very Good","H","IF",60.3,59,2367,5.52,5.55,3.34,"high"
"2419",1.16,"Premium","H","I1",61.7,62,2368,6.68,6.64,4.11,"low"
"2420",0.97,"Ideal","J","I1",61.6,54,2370,6.34,6.28,3.89,"low"
"2421",0.53,"Ideal","G","IF",62.1,57,2372,5.16,5.21,3.22,"high"
"2422",0.93,"Very Good","F","I1",61.3,59,2374,6.22,6.27,3.83,"low"
"2423",1.07,"Fair","G","I1",64.8,56,2375,6.53,6.43,4.2,"low"
"2424",1.2,"Fair","I","I1",66.7,57,2376,6.57,6.05,4.37,"low"
"2425",1.2,"Fair","I","I1",65.1,55,2376,6.65,6.59,4.31,"low"
"2426",1.2,"Fair","G","I1",66.6,57,2376,6.57,6.5,4.34,"low"
"2427",1.05,"Premium","G","I1",61.7,59,2378,6.58,6.47,4.02,"low"
"2428",1.12,"Premium","G","I1",60.4,59,2383,6.71,6.67,0,"low"
"2429",0.55,"Ideal","G","IF",61.1,57,2383,5.26,5.31,3.23,"high"
"2430",0.52,"Ideal","G","IF",61.7,56,2387,5.19,5.15,3.19,"high"
"2431",1.02,"Premium","G","I1",61.3,57,2387,6.47,6.35,3.93,"low"
"2432",0.62,"Premium","H","IF",58.9,58,2389,5.65,5.58,3.31,"high"
"2433",0.54,"Premium","F","IF",61.9,60,2391,5.26,5.21,3.24,"high"
"2434",1.03,"Premium","J","I1",62.8,55,2392,6.43,6.41,4.03,"low"
"2435",0.52,"Ideal","F","IF",61.7,56,2393,5.16,5.18,3.19,"high"
"2436",0.53,"Very Good","F","IF",59.6,58,2395,5.28,5.32,3.16,"high"
"2437",0.93,"Premium","F","I1",61.3,59,2396,6.27,6.22,3.83,"low"
"2438",1.05,"Fair","I","I1",61.8,66,2396,6.48,6.37,3.97,"low"
"2439",1.21,"Fair","I","I1",65,58,2396,6.65,6.59,4.3,"low"
"2440",0.55,"Ideal","G","IF",62,55,2398,5.25,5.29,3.27,"high"
"2441",1,"Fair","G","I1",64.9,56,2398,6.2,6.14,4.01,"low"
"2442",0.55,"Ideal","G","IF",60.6,56,2399,5.31,5.33,3.22,"high"
"2443",0.56,"Ideal","G","IF",62,56,2399,5.33,5.28,3.29,"high"
"2444",0.63,"Good","H","IF",59.3,62,2404,5.66,5.7,3.37,"high"
"2445",0.61,"Very Good","G","IF",63,58,2411,5.36,5.43,3.4,"high"
"2446",1.01,"Ideal","I","I1",61.6,56,2416,6.45,6.43,3.97,"low"
"2447",0.5,"Ideal","F","IF",61.2,57,2419,5.11,5.15,3.14,"high"
"2448",0.64,"Ideal","H","IF",60.5,57,2420,5.58,5.62,3.39,"high"
"2449",0.52,"Ideal","F","IF",60.3,60,2427,5.24,5.27,3.17,"high"
"2450",0.61,"Ideal","H","IF",62,54.4,2438,5.44,5.47,3.38,"high"
"2451",0.55,"Ideal","G","IF",60,57,2440,5.33,5.39,3.22,"high"
"2452",0.52,"Ideal","H","IF",61.4,56,2441,5.19,5.23,3.2,"high"
"2453",0.56,"Ideal","G","IF",62,56,2442,5.3,5.32,3.29,"high"
"2454",0.56,"Ideal","G","IF",61.4,57,2442,5.29,5.32,3.26,"high"
"2455",0.26,"Ideal","H","IF",62.1,55,545,4.09,4.13,2.55,"high"
"2456",0.26,"Ideal","H","IF",61.2,57,545,4.13,4.16,2.53,"high"
"2457",0.26,"Very Good","E","IF",58.7,63,547,4.19,4.23,2.47,"high"
"2458",0.56,"Ideal","G","IF",61.8,56,2442,5.28,5.34,3.28,"high"
"2459",0.59,"Ideal","G","IF",62,54,2444,5.38,5.43,3.35,"high"
"2460",0.53,"Ideal","F","IF",62.4,55,2447,5.2,5.19,3.24,"high"
"2461",1.02,"Premium","F","I1",59.6,59,2452,6.51,6.45,3.87,"low"
"2462",0.61,"Ideal","H","IF",59.4,59,2461,5.55,5.59,3.31,"high"
"2463",0.91,"Premium","E","I1",59.6,59,2464,6.29,6.32,3.76,"low"
"2464",0.62,"Ideal","H","IF",61.9,55,2469,5.5,5.52,3.41,"high"
"2465",0.91,"Premium","E","I1",59.6,59,2486,6.32,6.29,3.76,"low"
"2466",1.01,"Premium","J","I1",60.7,59,2488,6.39,6.42,3.89,"low"
"2467",0.91,"Fair","D","I1",66.2,57,2491,6,5.94,3.95,"low"
"2468",0.25,"Very Good","F","IF",59.4,62,548,4.12,4.13,2.45,"high"
"2469",0.62,"Ideal","H","IF",60.5,58,2501,5.48,5.52,3.33,"high"
"2470",0.52,"Ideal","F","IF",60.3,57,2504,5.23,5.28,3.17,"high"
"2471",0.44,"Ideal","G","IF",61.6,55,2506,4.9,4.93,3.03,"high"
"2472",0.58,"Ideal","G","IF",60.9,57,2508,5.39,5.46,3.3,"high"
"2473",1.3,"Fair","H","I1",64.4,57,2512,6.93,6.86,4.44,"low"
"2474",1.01,"Premium","H","I1",60.1,58,2520,6.49,6.44,3.89,"low"
"2475",0.51,"Ideal","F","IF",62.4,55,2524,5.11,5.14,3.2,"high"
"2476",0.58,"Ideal","G","IF",62.1,56,2528,5.35,5.37,3.32,"high"
"2477",0.58,"Ideal","G","IF",61.3,56,2528,5.36,5.39,3.29,"high"
"2478",0.5,"Ideal","F","IF",60.6,58,2529,5.13,5.16,3.12,"high"
"2479",0.6,"Ideal","G","IF",62.2,55,2533,5.36,5.44,3.36,"high"
"2480",1.03,"Good","I","I1",57.9,59,2540,6.67,6.62,3.85,"low"
"2481",0.53,"Very Good","E","IF",59.8,60,2542,5.28,5.35,3.18,"high"
"2482",0.59,"Ideal","G","IF",59.5,58,2551,5.49,5.57,3.29,"high"
"2483",0.59,"Very Good","F","IF",62.8,56,2554,5.31,5.36,3.35,"high"
"2484",0.6,"Ideal","G","IF",62,55,2570,5.39,5.44,3.36,"high"
"2485",0.94,"Ideal","F","I1",61.5,55,2571,6.34,6.37,3.91,"low"
"2486",1.3,"Fair","E","I1",66.5,58,2571,6.79,6.75,4.5,"low"
"2487",0.52,"Ideal","F","IF",60.6,57,2575,5.21,5.22,3.16,"high"
"2488",0.61,"Ideal","G","IF",61.7,55,2575,5.44,5.49,3.37,"high"
"2489",0.24,"Very Good","F","IF",60.4,58,552,4.02,4.06,2.44,"high"
"2490",0.24,"Very Good","F","IF",60,57,552,4.07,4.1,2.45,"high"
"2491",0.94,"Ideal","F","I1",61.5,55,2594,6.37,6.34,3.91,"low"
"2492",1.29,"Fair","H","I1",67.7,62,2596,6.69,6.59,4.5,"low"
"2493",0.52,"Ideal","F","IF",60.6,57,2598,5.22,5.21,3.16,"high"
"2494",0.61,"Ideal","G","IF",61.8,52,2601,5.46,5.55,3.4,"high"
"2495",1.01,"Premium","J","I1",60.7,59,2602,6.42,6.39,3.89,"low"
"2496",0.92,"Premium","F","I1",60.7,58,2607,6.29,6.26,3.81,"low"
"2497",0.81,"Good","E","I1",64.1,59,2608,5.89,5.85,3.76,"low"
"2498",0.59,"Very Good","G","IF",60.9,57,2611,5.38,5.42,3.29,"high"
"2499",0.9,"Ideal","F","I1",61.8,57,2611,6.13,6.2,3.81,"low"
"2500",0.59,"Ideal","G","IF",62.5,57,2611,5.34,5.38,3.35,"high"
"2501",0.93,"Very Good","D","I1",63.4,60,2618,6.18,6.15,3.91,"low"
"2502",1.2,"Fair","F","I1",65.7,56,2622,6.65,6.58,4.35,"low"
"2503",0.93,"Premium","E","I1",62.3,60,2624,6.2,6.23,3.87,"low"
"2504",0.59,"Very Good","F","IF",59.9,63,2632,5.44,5.47,3.27,"high"
"2505",0.9,"Ideal","F","I1",61.8,57,2634,6.2,6.13,3.81,"low"
"2506",0.5,"Ideal","F","IF",62,55,2645,5.09,5.13,3.17,"high"
"2507",0.93,"Premium","E","I1",62.3,60,2647,6.23,6.2,3.87,"low"
"2508",0.62,"Ideal","G","IF",62.2,54,2655,5.46,5.51,3.41,"high"
"2509",1.2,"Fair","G","I1",64.4,55,2655,6.77,6.61,4.31,"low"
"2510",0.57,"Ideal","F","IF",61.3,56,2656,5.32,5.36,3.28,"high"
"2511",1,"Good","D","I1",57.8,62,2657,6.51,6.47,3.75,"low"
"2512",0.53,"Ideal","F","IF",61.3,57,2658,5.19,5.21,3.19,"high"
"2513",0.61,"Ideal","G","IF",62.3,56,2659,5.42,5.46,3.39,"high"
"2514",0.92,"Very Good","D","I1",63,58,2674,6.13,6.18,3.88,"low"
"2515",0.48,"Very Good","D","IF",60.6,55,2677,5.08,5.12,3.09,"high"
"2516",0.53,"Ideal","F","IF",61.3,57,2682,5.21,5.19,3.19,"high"
"2517",1,"Premium","H","I1",61.3,60,2695,6.39,6.43,3.93,"low"
"2518",0.92,"Premium","D","I1",63,58,2698,6.18,6.13,3.88,"low"
"2519",1.22,"Premium","G","I1",59.2,60,2699,6.97,6.9,4.1,"low"
"2520",0.71,"Ideal","I","IF",61.7,59,2701,5.7,5.74,3.53,"high"
"2521",1.05,"Very Good","J","I1",59.6,63,2705,6.61,6.55,3.92,"low"
"2522",1,"Good","F","I1",64.2,59,2717,6.26,6.3,4.03,"low"
"2523",1,"Fair","G","I1",61.7,57,2723,6.39,6.28,3.91,"low"
"2524",0.56,"Very Good","E","IF",59.9,60,2724,5.31,5.38,3.2,"high"
"2525",0.54,"Ideal","F","IF",62.2,54,2729,5.24,5.27,3.27,"high"
"2526",0.51,"Ideal","F","IF",62.5,54,2730,5.12,5.16,3.21,"high"
"2527",0.52,"Ideal","F","IF",61.7,57,2733,5.13,5.17,3.18,"high"
"2528",1.04,"Very Good","I","I1",61.6,61,2745,6.45,6.47,3.98,"low"
"2529",0.52,"Ideal","F","IF",61.5,57,2749,5.15,5.19,3.18,"high"
"2530",1.02,"Good","H","I1",64.3,63,2751,6.28,6.23,4.02,"low"
"2531",0.57,"Premium","E","IF",59.8,60,2753,5.43,5.38,3.23,"high"
